Date,Daily_Return
2022-12-14,1.9088016967126193
2022-12-15,0.0
2022-12-16,-1.9771071800208115
2022-12-19,-0.9554140127388535
2022-12-20,-1.929260450160772
2022-12-21,0.32786885245901637
2022-12-22,1.9607843137254901
2022-12-23,-2.7777777777777777
2022-12-26,0.32967032967032966
2022-12-27,0.10952902519167579
2022-12-28,-1.312910284463895
2022-12-29,-1.1086474501108647
2022-12-30,0.5605381165919282
